id,bus_id,pmu_id,event_date,event_time,vol_mag,vol_angle,current_mag,current_angle,frequency,rocof
984,BUSID_04,PMU_04,1/24/2021,18:23:02,7.9959,-11.522,0.7055,-79.588,60.001,-0.0007
985,BUSID_04,PMU_04,1/24/2021,19:12:00,7.9959,-11.522,0.7055,-79.588,60.001,-0.0006
986,BUSID_04,PMU_04,1/24/2021,19:59:31,7.9958,-11.522,0.7055,-79.588,60.001,-0.0008
987,BUSID_04,PMU_04,1/24/2021,20:47:02,7.9958,-11.522,0.7055,-79.588,60.001,-0.0006
988,BUSID_04,PMU_04,1/24/2021,21:36:00,7.9959,-11.522,0.7055,-79.588,60.001,-0.0006
989,BUSID_04,PMU_04,1/24/2021,22:23:31,7.9958,-11.522,0.7055,-79.588,60.001,-0.0008
990,BUSID_04,PMU_04,1/24/2021,23:11:02,7.9958,-11.522,0.7055,-79.588,60.001,-0.0006
991,BUSID_04,PMU_04,1/24/2021,0:00:00,7.9959,-11.522,0.7055,-79.588,60.001,-0.0006
992,BUSID_04,PMU_04,1/24/2021,0:47:31,7.9958,-11.522,0.7055,-79.588,60.001,-0.0008
993,BUSID_04,PMU_04,1/24/2021,1:35:02,7.9958,-11.522,0.7055,-79.588,60.001,-0.0006
994,BUSID_04,PMU_04,1/24/2021,2:24:00,7.9958,-11.522,0.7055,-79.588,60.001,-0.0005
995,BUSID_04,PMU_04,1/24/2021,3:11:31,7.9958,-11.522,0.7055,-79.588,60.001,-0.0008
996,BUSID_04,PMU_04,1/24/2021,3:59:02,7.9958,-11.522,0.7055,-79.588,60.001,-0.0006
997,BUSID_04,PMU_04,1/24/2021,4:48:00,7.9958,-11.522,0.7055,-79.588,60.001,-0.0005
998,BUSID_04,PMU_04,1/24/2021,5:35:31,7.9958,-11.522,0.7055,-79.588,60.001,-0.0008
999,BUSID_04,PMU_04,1/24/2021,6:23:02,7.9958,-11.522,0.7055,-79.588,60.001,-0.0006
1000,BUSID_04,PMU_04,1/24/2021,7:12:00,7.9958,-11.522,0.7055,-79.588,60.001,-0.0005
1001,BUSID_04,PMU_04,1/24/2021,7:59:31,7.9958,-11.522,0.7055,-79.588,60.001,-0.0007
1002,BUSID_04,PMU_04,1/24/2021,8:47:02,7.9958,-11.522,0.7055,-79.588,60.001,-0.0005
1003,BUSID_04,PMU_04,1/24/2021,9:36:00,7.9958,-11.522,0.7055,-79.588,60.001,-0.0005
1004,BUSID_04,PMU_04,1/24/2021,10:23:31,7.9958,-11.522,0.7055,-79.588,60.001,-0.0007
1005,BUSID_04,PMU_04,1/24/2021,11:11:02,7.9958,-11.522,0.7055,-79.588,60.001,-0.0005
1006,BUSID_04,PMU_04,1/24/2021,12:00:00,7.9958,-11.522,0.7055,-79.588,60.001,-0.0004
1007,BUSID_04,PMU_04,1/24/2021,12:47:31,7.9958,-11.522,0.7055,-79.588,60.001,-0.0007
1008,BUSID_04,PMU_04,1/24/2021,13:35:02,7.9958,-11.522,0.7055,-79.588,60.001,-0.0005
1009,BUSID_04,PMU_04,1/24/2021,14:24:00,7.9958,-11.522,0.7055,-79.588,60.001,-0.0004
1010,BUSID_04,PMU_04,1/24/2021,15:11:31,7.9958,-11.522,0.7055,-79.588,60.001,-0.0007
1011,BUSID_04,PMU_04,1/24/2021,15:59:02,7.9958,-11.522,0.7055,-79.588,60.001,-0.0004
1012,BUSID_04,PMU_04,1/24/2021,16:48:00,7.9958,-11.522,0.7055,-79.588,60.001,-0.0004
1013,BUSID_04,PMU_04,1/24/2021,17:35:31,7.9958,-11.522,0.7055,-79.588,60.001,-0.0006
1014,BUSID_04,PMU_04,1/24/2021,18:23:02,7.9958,-11.522,0.7055,-79.588,60.001,-0.0004
1015,BUSID_04,PMU_04,1/24/2021,19:12:00,7.9958,-11.522,0.7055,-79.588,60.001,-0.0004
1016,BUSID_04,PMU_04,1/24/2021,19:59:31,7.9958,-11.522,0.7055,-79.588,60.001,-0.0006
1017,BUSID_04,PMU_04,1/24/2021,20:47:02,7.9958,-11.522,0.7055,-79.588,60.001,-0.0004
1018,BUSID_04,PMU_04,1/24/2021,21:36:00,7.9958,-11.522,0.7055,-79.588,60.001,-0.0004
1019,BUSID_04,PMU_04,1/24/2021,22:23:31,7.9958,-11.522,0.7055,-79.588,60.001,-0.0006
1020,BUSID_04,PMU_04,1/24/2021,23:11:02,7.9958,-11.522,0.7055,-79.588,60.001,-0.0003
1021,BUSID_04,PMU_04,1/24/2021,0:00:00,7.9958,-11.522,0.7055,-79.588,60.001,-0.0003
1022,BUSID_04,PMU_04,1/24/2021,0:47:31,7.9958,-11.522,0.7055,-79.588,60.001,-0.0006
1023,BUSID_04,PMU_04,1/24/2021,1:35:02,7.9958,-11.522,0.7055,-79.588,60.001,-0.0003
1024,BUSID_04,PMU_04,1/24/2021,2:24:00,7.9958,-11.522,0.7055,-79.588,60.001,-0.0003
1025,BUSID_04,PMU_04,1/24/2021,3:11:31,7.9958,-11.522,0.7055,-79.588,60.001,-0.0005
1026,BUSID_04,PMU_04,1/24/2021,3:59:02,7.9958,-11.522,0.7055,-79.588,60.001,-0.0003
1027,BUSID_04,PMU_04,1/24/2021,4:48:00,7.9958,-11.522,0.7055,-79.588,60.001,-0.0003
1028,BUSID_04,PMU_04,1/24/2021,5:35:31,7.9958,-11.522,0.7055,-79.588,60.001,-0.0005
1029,BUSID_04,PMU_04,1/24/2021,6:23:02,7.9958,-11.522,0.7055,-79.588,60.001,-0.0003
1030,BUSID_04,PMU_04,1/24/2021,7:12:00,7.9958,-11.522,0.7055,-79.588,60.001,-0.0003
1031,BUSID_04,PMU_04,1/24/2021,7:59:31,7.9958,-11.522,0.7055,-79.588,60.001,-0.0005
1032,BUSID_04,PMU_04,1/24/2021,8:47:02,7.9958,-11.522,0.7055,-79.588,60.001,-0.0003
1033,BUSID_04,PMU_04,1/24/2021,9:36:00,7.9958,-11.522,0.7055,-79.588,60.001,-0.0002
1034,BUSID_04,PMU_04,1/24/2021,10:23:31,7.9958,-11.522,0.7055,-79.588,60.001,-0.0005
1035,BUSID_04,PMU_04,1/24/2021,11:11:02,7.9958,-11.522,0.7055,-79.588,60.001,-0.0002
1036,BUSID_04,PMU_04,1/24/2021,12:00:00,7.9958,-11.521,0.7055,-79.588,60.001,-0.0002
1037,BUSID_04,PMU_04,1/24/2021,12:47:31,7.9958,-11.522,0.7055,-79.588,60.001,-0.0004
1038,BUSID_04,PMU_04,1/24/2021,13:35:02,7.9958,-11.522,0.7055,-79.588,60.001,-0.0002
1039,BUSID_04,PMU_04,1/24/2021,14:24:00,7.9958,-11.522,0.7055,-79.588,60.001,-0.0002
1040,BUSID_04,PMU_04,1/24/2021,15:11:31,7.9958,-11.522,0.7055,-79.588,60.001,-0.0004
1041,BUSID_04,PMU_04,1/24/2021,15:59:02,7.9958,-11.522,0.7055,-79.588,60.001,-0.0002
1042,BUSID_04,PMU_04,1/24/2021,16:48:00,7.9958,-11.522,0.7055,-79.588,60.001,-0.0002
1043,BUSID_04,PMU_04,1/24/2021,17:35:31,7.9958,-11.522,0.7055,-79.588,60.001,-0.0004
1044,BUSID_04,PMU_04,1/24/2021,18:23:02,7.9958,-11.521,0.7055,-79.588,60.001,-0.0001
1045,BUSID_04,PMU_04,1/24/2021,19:12:00,7.9958,-11.522,0.7055,-79.588,60.001,-0.0001
1046,BUSID_04,PMU_04,1/24/2021,19:59:31,7.9958,-11.522,0.7055,-79.588,60.001,-0.0004
1047,BUSID_04,PMU_04,1/24/2021,20:47:02,7.9958,-11.521,0.7055,-79.588,60,-0.0001
1048,BUSID_04,PMU_04,1/24/2021,21:36:00,7.9958,-11.522,0.7055,-79.588,60,-0.0001
1049,BUSID_04,PMU_04,1/24/2021,22:23:31,7.9958,-11.522,0.7055,-79.588,60,-0.0003
1050,BUSID_04,PMU_04,1/24/2021,23:11:02,7.9958,-11.522,0.7055,-79.588,60,-0.0001
1051,BUSID_04,PMU_04,1/24/2021,0:00:00,7.9958,-11.522,0.7055,-79.588,60,-0.0001
1052,BUSID_04,PMU_04,1/24/2021,0:47:31,7.9958,-11.522,0.7055,-79.588,60,-0.0003
1053,BUSID_04,PMU_04,1/24/2021,1:35:02,7.9958,-11.522,0.7055,-79.588,60,-0.0001
1054,BUSID_04,PMU_04,1/24/2021,2:24:00,7.9958,-11.521,0.7055,-79.588,60,0
1055,BUSID_04,PMU_04,1/24/2021,3:11:31,7.9958,-11.521,0.7055,-79.588,60,-0.0003
1056,BUSID_04,PMU_04,1/24/2021,3:59:02,7.9958,-11.522,0.7055,-79.588,60,-0.0001
1057,BUSID_04,PMU_04,1/24/2021,4:48:00,7.9958,-11.522,0.7055,-79.588,60,0
1058,BUSID_04,PMU_04,1/24/2021,5:35:31,7.9958,-11.522,0.7055,-79.588,60,-0.0003
1059,BUSID_04,PMU_04,1/24/2021,6:23:02,7.9958,-11.522,0.7055,-79.588,60,0
1060,BUSID_04,PMU_04,1/24/2021,7:12:00,7.9958,-11.522,0.7055,-79.588,60,0
1061,BUSID_04,PMU_04,1/24/2021,7:59:31,7.9958,-11.522,0.7055,-79.588,60,-0.0002
1062,BUSID_04,PMU_04,1/24/2021,8:47:02,7.9958,-11.522,0.7055,-79.588,60,0
1063,BUSID_04,PMU_04,1/24/2021,9:36:00,7.9958,-11.521,0.7055,-79.588,60,0
1064,BUSID_04,PMU_04,1/24/2021,10:23:31,7.9958,-11.522,0.7055,-79.588,60,-0.0002
1065,BUSID_04,PMU_04,1/24/2021,11:11:02,7.9958,-11.522,0.7055,-79.588,60,0
1066,BUSID_04,PMU_04,1/24/2021,12:00:00,7.9958,-11.522,0.7055,-79.588,60,0
1067,BUSID_04,PMU_04,1/24/2021,12:47:31,7.9958,-11.521,0.7055,-79.588,60,-0.0002
1068,BUSID_04,PMU_04,1/24/2021,13:35:02,7.9958,-11.522,0.7055,-79.588,60,0
1069,BUSID_04,PMU_04,1/24/2021,14:24:00,7.9958,-11.522,0.7055,-79.588,60,0.0001
1070,BUSID_04,PMU_04,1/24/2021,15:11:31,7.9958,-11.522,0.7055,-79.588,60,-0.0002
1071,BUSID_04,PMU_04,1/24/2021,15:59:02,7.9958,-11.522,0.7055,-79.588,60,0.0001
1072,BUSID_04,PMU_04,1/24/2021,16:48:00,7.9958,-11.521,0.7055,-79.588,60,0.0001
1073,BUSID_04,PMU_04,1/24/2021,17:35:31,7.9958,-11.522,0.7055,-79.588,60,-0.0001
1074,BUSID_04,PMU_04,1/24/2021,18:23:02,7.9958,-11.522,0.7055,-79.588,60,0.0001
1075,BUSID_04,PMU_04,1/24/2021,19:12:00,7.9958,-11.522,0.7055,-79.588,60,0.0001
1076,BUSID_04,PMU_04,1/24/2021,19:59:31,7.9958,-11.522,0.7055,-79.588,60,-0.0001
1077,BUSID_04,PMU_04,1/24/2021,20:47:02,7.9958,-11.521,0.7055,-79.588,60,0.0001
1078,BUSID_04,PMU_04,1/24/2021,21:36:00,7.9958,-11.522,0.7055,-79.588,60,0.0001
1079,BUSID_04,PMU_04,1/24/2021,22:23:31,7.9958,-11.522,0.7055,-79.588,60,-0.0001
1080,BUSID_04,PMU_04,1/24/2021,23:11:02,7.9958,-11.522,0.7055,-79.588,60,0.0001
1081,BUSID_04,PMU_04,1/24/2021,0:00:00,7.9958,-11.522,0.7055,-79.588,60,0.0001
1082,BUSID_04,PMU_04,1/24/2021,0:47:31,7.9958,-11.522,0.7055,-79.588,60,-0.0001
1083,BUSID_04,PMU_04,1/24/2021,1:35:02,7.9958,-11.522,0.7055,-79.588,60,0.0002
1084,BUSID_04,PMU_04,1/24/2021,2:24:00,7.9958,-11.522,0.7055,-79.588,60,0.0002
1085,BUSID_04,PMU_04,1/24/2021,3:11:31,7.9958,-11.522,0.7055,-79.588,60,-0.0001
1086,BUSID_04,PMU_04,1/24/2021,3:59:02,7.9958,-11.522,0.7055,-79.588,60,0.0002
1087,BUSID_04,PMU_04,1/24/2021,4:48:00,7.9958,-11.521,0.7055,-79.588,60,0.0002
1088,BUSID_04,PMU_04,1/24/2021,5:35:31,7.9958,-11.522,0.7055,-79.588,60,0
1089,BUSID_04,PMU_04,1/24/2021,6:23:02,7.9958,-11.522,0.7055,-79.588,60,0.0002
1090,BUSID_04,PMU_04,1/24/2021,7:12:00,7.9958,-11.522,0.7055,-79.588,60,0.0002
1091,BUSID_04,PMU_04,1/24/2021,7:59:31,7.9958,-11.522,0.7055,-79.588,60,0
1092,BUSID_04,PMU_04,1/24/2021,8:47:02,7.9958,-11.522,0.7055,-79.588,60,0.0002
1093,BUSID_04,PMU_04,1/24/2021,9:36:00,7.9958,-11.522,0.7055,-79.588,60,0.0002
1094,BUSID_04,PMU_04,1/24/2021,10:23:31,7.9958,-11.522,0.7055,-79.588,60,0
1095,BUSID_04,PMU_04,1/24/2021,11:11:02,7.9958,-11.522,0.7055,-79.588,60,0.0002
1096,BUSID_04,PMU_04,1/24/2021,12:00:00,7.9958,-11.522,0.7055,-79.588,60,0.0003
1097,BUSID_04,PMU_04,1/24/2021,12:47:31,7.9958,-11.522,0.7055,-79.588,60,0
1098,BUSID_04,PMU_04,1/24/2021,13:35:02,7.9958,-11.522,0.7055,-79.588,60,0.0002
1099,BUSID_04,PMU_04,1/24/2021,14:24:00,7.9958,-11.522,0.7055,-79.588,60,0.0003
1100,BUSID_04,PMU_04,1/24/2021,15:11:31,7.9958,-11.522,0.7055,-79.588,60.001,0.0001
1101,BUSID_04,PMU_04,1/24/2021,15:59:02,7.9958,-11.522,0.7055,-79.588,60.001,0.0003
1102,BUSID_04,PMU_04,1/24/2021,16:48:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0003
1103,BUSID_04,PMU_04,1/24/2021,17:35:31,7.9958,-11.522,0.7055,-79.588,60.001,0.0001
1104,BUSID_04,PMU_04,1/24/2021,18:23:02,7.9958,-11.522,0.7055,-79.588,60.001,0.0003
1105,BUSID_04,PMU_04,1/24/2021,19:12:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0003
1106,BUSID_04,PMU_04,1/24/2021,19:59:31,7.9958,-11.522,0.7055,-79.588,60.001,0
1107,BUSID_04,PMU_04,1/24/2021,20:47:02,7.9958,-11.522,0.7055,-79.588,60.001,0.0003
1108,BUSID_04,PMU_04,1/24/2021,21:36:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0003
1109,BUSID_04,PMU_04,1/24/2021,22:23:31,7.9958,-11.522,0.7055,-79.588,60.001,0.0001
1110,BUSID_04,PMU_04,1/24/2021,23:11:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0003
1111,BUSID_04,PMU_04,1/24/2021,0:00:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0003
1112,BUSID_04,PMU_04,1/24/2021,0:47:31,7.9959,-11.522,0.7055,-79.588,60.001,0.0001
1113,BUSID_04,PMU_04,1/24/2021,1:35:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0003
1114,BUSID_04,PMU_04,1/24/2021,2:24:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0003
1115,BUSID_04,PMU_04,1/24/2021,3:11:31,7.9959,-11.522,0.7055,-79.588,60.001,0.0001
1116,BUSID_04,PMU_04,1/24/2021,3:59:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0004
1117,BUSID_04,PMU_04,1/24/2021,4:48:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0004
1118,BUSID_04,PMU_04,1/24/2021,5:35:31,7.9959,-11.522,0.7055,-79.588,60.001,0.0001
1119,BUSID_04,PMU_04,1/24/2021,6:23:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0004
1120,BUSID_04,PMU_04,1/24/2021,7:12:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0004
1121,BUSID_04,PMU_04,1/24/2021,7:59:31,7.9959,-11.522,0.7055,-79.588,60.001,0.0001
1122,BUSID_04,PMU_04,1/24/2021,8:47:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0004
1123,BUSID_04,PMU_04,1/24/2021,9:36:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0004
1124,BUSID_04,PMU_04,1/24/2021,10:23:31,7.9959,-11.522,0.7055,-79.588,60.001,0.0002
1125,BUSID_04,PMU_04,1/24/2021,11:11:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0004
1126,BUSID_04,PMU_04,1/24/2021,12:00:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0004
1127,BUSID_04,PMU_04,1/24/2021,12:47:31,7.9959,-11.522,0.7055,-79.588,60.001,0.0002
1128,BUSID_04,PMU_04,1/24/2021,13:35:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0004
1129,BUSID_04,PMU_04,1/24/2021,14:24:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0004
1130,BUSID_04,PMU_04,1/24/2021,15:11:31,7.9959,-11.522,0.7055,-79.588,60.001,0.0002
1131,BUSID_04,PMU_04,1/24/2021,15:59:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0004
1132,BUSID_04,PMU_04,1/24/2021,16:48:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0005
1133,BUSID_04,PMU_04,1/24/2021,17:35:31,7.9959,-11.522,0.7055,-79.588,60.001,0.0002
1134,BUSID_04,PMU_04,1/24/2021,18:23:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0004
1135,BUSID_04,PMU_04,1/24/2021,19:12:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0005
1136,BUSID_04,PMU_04,1/24/2021,19:59:31,7.9959,-11.522,0.7055,-79.588,60.001,0.0002
1137,BUSID_04,PMU_04,1/24/2021,20:47:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0004
1138,BUSID_04,PMU_04,1/24/2021,21:36:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0005
1139,BUSID_04,PMU_04,1/24/2021,22:23:31,7.9959,-11.522,0.7055,-79.588,60.001,0.0002
1140,BUSID_04,PMU_04,1/24/2021,23:11:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0005
1141,BUSID_04,PMU_04,1/24/2021,0:00:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0005
1142,BUSID_04,PMU_04,1/24/2021,0:47:31,7.9959,-11.522,0.7055,-79.588,60.001,0.0002
1143,BUSID_04,PMU_04,1/24/2021,1:35:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0005
1144,BUSID_04,PMU_04,1/24/2021,2:24:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0005
1145,BUSID_04,PMU_04,1/24/2021,3:11:31,7.9959,-11.522,0.7055,-79.588,60.001,0.0002
1146,BUSID_04,PMU_04,1/24/2021,3:59:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0005
1147,BUSID_04,PMU_04,1/24/2021,4:48:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0005
1148,BUSID_04,PMU_04,1/24/2021,5:35:31,7.9959,-11.522,0.7055,-79.588,60.001,0.0003
1149,BUSID_04,PMU_04,1/24/2021,6:23:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0005
1150,BUSID_04,PMU_04,1/24/2021,7:12:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0005
1151,BUSID_04,PMU_04,1/24/2021,7:59:31,7.9959,-11.522,0.7055,-79.588,60.001,0.0003
1152,BUSID_04,PMU_04,1/24/2021,8:47:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0005
1153,BUSID_04,PMU_04,1/24/2021,9:36:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0005
1154,BUSID_04,PMU_04,1/24/2021,10:23:31,7.9959,-11.522,0.7055,-79.588,60.001,0.0003
1155,BUSID_04,PMU_04,1/24/2021,11:11:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0005
1156,BUSID_04,PMU_04,1/24/2021,12:00:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0005
1157,BUSID_04,PMU_04,1/24/2021,12:47:31,7.9959,-11.522,0.7055,-79.588,60.001,0.0003
1158,BUSID_04,PMU_04,1/24/2021,13:35:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0005
1159,BUSID_04,PMU_04,1/24/2021,14:24:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0005
1160,BUSID_04,PMU_04,1/24/2021,15:11:31,7.9959,-11.522,0.7055,-79.588,60.001,0.0003
1161,BUSID_04,PMU_04,1/24/2021,15:59:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0005
1162,BUSID_04,PMU_04,1/24/2021,16:48:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0006
1163,BUSID_04,PMU_04,1/24/2021,17:35:31,7.9959,-11.522,0.7055,-79.588,60.001,0.0003
1164,BUSID_04,PMU_04,1/24/2021,18:23:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0005
1165,BUSID_04,PMU_04,1/24/2021,19:12:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0006
1166,BUSID_04,PMU_04,1/24/2021,19:59:31,7.9959,-11.522,0.7055,-79.588,60.001,0.0004
1167,BUSID_04,PMU_04,1/24/2021,20:47:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0006
1168,BUSID_04,PMU_04,1/24/2021,21:36:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0006
1169,BUSID_04,PMU_04,1/24/2021,22:23:31,7.9959,-11.522,0.7055,-79.588,60.001,0.0003
1170,BUSID_04,PMU_04,1/24/2021,23:11:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0005
1171,BUSID_04,PMU_04,1/24/2021,0:00:00,7.9959,-11.522,0.7055,-79.589,60.001,0.0006
1172,BUSID_04,PMU_04,1/24/2021,0:47:31,7.9959,-11.522,0.7055,-79.588,60.001,0.0003
1173,BUSID_04,PMU_04,1/24/2021,1:35:02,7.9959,-11.522,0.7055,-79.589,60.001,0.0006
1174,BUSID_04,PMU_04,1/24/2021,2:24:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0006
1175,BUSID_04,PMU_04,1/24/2021,3:11:31,7.9959,-11.522,0.7055,-79.588,60.001,0.0003
1176,BUSID_04,PMU_04,1/24/2021,3:59:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0006
1177,BUSID_04,PMU_04,1/24/2021,4:48:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0006
1178,BUSID_04,PMU_04,1/24/2021,5:35:31,7.9959,-11.522,0.7055,-79.589,60.001,0.0003
1179,BUSID_04,PMU_04,1/24/2021,6:23:02,7.9959,-11.522,0.7055,-79.588,60.001,0.0006
1180,BUSID_04,PMU_04,1/24/2021,7:12:00,7.9959,-11.522,0.7055,-79.588,60.001,0.0006
1181,BUSID_04,PMU_04,1/24/2021,7:59:31,7.9959,-11.522,0.7055,-79.589,60.002,0.0003
1182,BUSID_04,PMU_04,1/24/2021,8:47:02,7.9959,-11.522,0.7055,-79.588,60.002,0.0006
1183,BUSID_04,PMU_04,1/24/2021,9:36:00,7.9959,-11.522,0.7055,-79.588,60.002,0.0006
1184,BUSID_04,PMU_04,1/24/2021,10:23:31,7.9959,-11.522,0.7055,-79.588,60.002,0.0003
1185,BUSID_04,PMU_04,1/24/2021,11:11:02,7.9959,-11.522,0.7055,-79.588,60.002,0.0006
1186,BUSID_04,PMU_04,1/24/2021,12:00:00,7.9959,-11.522,0.7055,-79.588,60.002,0.0006
1187,BUSID_04,PMU_04,1/24/2021,12:47:31,7.9959,-11.522,0.7055,-79.588,60.002,0.0004
1188,BUSID_04,PMU_04,1/24/2021,13:35:02,7.9959,-11.522,0.7055,-79.588,60.002,0.0006
1189,BUSID_04,PMU_04,1/24/2021,14:24:00,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
1190,BUSID_04,PMU_04,1/24/2021,15:11:31,7.9959,-11.522,0.7055,-79.589,60.002,0.0004
1191,BUSID_04,PMU_04,1/24/2021,15:59:02,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
1192,BUSID_04,PMU_04,1/24/2021,16:48:00,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
1193,BUSID_04,PMU_04,1/24/2021,17:35:31,7.9959,-11.522,0.7055,-79.589,60.002,0.0003
1194,BUSID_04,PMU_04,1/24/2021,18:23:02,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
1195,BUSID_04,PMU_04,1/24/2021,19:12:00,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
1196,BUSID_04,PMU_04,1/24/2021,19:59:31,7.9959,-11.522,0.7055,-79.589,60.002,0.0003
1197,BUSID_04,PMU_04,1/24/2021,20:47:02,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
1198,BUSID_04,PMU_04,1/24/2021,21:36:00,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
1199,BUSID_04,PMU_04,1/24/2021,22:23:31,7.9959,-11.522,0.7055,-79.589,60.002,0.0004
1200,BUSID_04,PMU_04,1/24/2021,23:11:02,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
1201,BUSID_04,PMU_04,1/24/2021,0:00:00,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
1202,BUSID_04,PMU_04,1/24/2021,0:47:31,7.9959,-11.522,0.7055,-79.589,60.002,0.0003
1203,BUSID_04,PMU_04,1/24/2021,1:35:02,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
1204,BUSID_04,PMU_04,1/24/2021,2:24:00,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
1205,BUSID_04,PMU_04,1/24/2021,3:11:31,7.9959,-11.522,0.7055,-79.589,60.002,0.0004
1206,BUSID_04,PMU_04,1/24/2021,3:59:02,7.9959,-11.522,0.7055,-79.589,60.002,0.0005
1207,BUSID_04,PMU_04,1/24/2021,4:48:00,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
1208,BUSID_04,PMU_04,1/24/2021,5:35:31,7.9959,-11.522,0.7055,-79.589,60.002,0.0004
1209,BUSID_04,PMU_04,1/24/2021,6:23:02,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
1210,BUSID_04,PMU_04,1/24/2021,7:12:00,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
1211,BUSID_04,PMU_04,1/24/2021,7:59:31,7.9959,-11.522,0.7055,-79.589,60.002,0.0003
1212,BUSID_04,PMU_04,1/24/2021,8:47:02,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
1213,BUSID_04,PMU_04,1/24/2021,9:36:00,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
1214,BUSID_04,PMU_04,1/24/2021,10:23:31,7.9959,-11.522,0.7055,-79.589,60.002,0.0004
1215,BUSID_04,PMU_04,1/24/2021,11:11:02,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
1216,BUSID_04,PMU_04,1/24/2021,12:00:00,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
1217,BUSID_04,PMU_04,1/24/2021,12:47:31,7.9959,-11.522,0.7055,-79.589,60.002,0.0004
1218,BUSID_04,PMU_04,1/24/2021,13:35:02,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
1219,BUSID_04,PMU_04,1/24/2021,14:24:00,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
1220,BUSID_04,PMU_04,1/24/2021,15:11:31,7.9959,-11.522,0.7055,-79.589,60.002,0.0004
1221,BUSID_04,PMU_04,1/24/2021,15:59:02,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
1222,BUSID_04,PMU_04,1/24/2021,16:48:00,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
1223,BUSID_04,PMU_04,1/24/2021,17:35:31,7.9959,-11.522,0.7055,-79.589,60.002,0.0004
1224,BUSID_04,PMU_04,1/24/2021,18:23:02,7.9959,-11.522,0.7055,-79.589,60.002,0.0006
