Time,Voltage Magnitude,Voltage Angle,Current Magnitude,Current Angle,Frequency,ROCOF
59.266,7.9959,-11.522,0.7055,-79.589,60.002,0.0001
59.3,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
59.333,7.9959,-11.522,0.7055,-79.589,60.002,-0.0001
59.366,7.9959,-11.522,0.7055,-79.589,60.002,0.0001
59.4,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
59.433,7.9959,-11.522,0.7055,-79.589,60.002,-0.0001
59.466,7.9959,-11.522,0.7055,-79.589,60.002,0.0001
59.5,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
59.533,7.9959,-11.522,0.7055,-79.589,60.002,-0.0001
59.566,7.9959,-11.522,0.7055,-79.589,60.002,0.0001
59.6,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
59.633,7.9959,-11.522,0.7055,-79.589,60.002,-0.0001
59.666,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
59.7,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
59.733,7.9959,-11.522,0.7055,-79.589,60.002,-0.0001
59.766,7.9959,-11.522,0.7055,-79.589,60.002,0.0001
59.8,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
59.833,7.9959,-11.522,0.7055,-79.589,60.002,0
59.866,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
59.9,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
59.933,7.9959,-11.522,0.7055,-79.589,60.002,-0.0001
59.966,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
60,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
60.033,7.9959,-11.522,0.7055,-79.589,60.002,-0.0001
60.066,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
60.1,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
60.133,7.9959,-11.522,0.7055,-79.589,60.002,-0.0001
60.166,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
60.2,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
60.233,7.9959,-11.522,0.7055,-79.589,60.002,-0.0001
60.266,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
60.3,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
60.333,7.9959,-11.522,0.7055,-79.589,60.002,-0.0001
60.366,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
60.4,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
60.433,7.9959,-11.522,0.7055,-79.589,60.002,-0.0001
60.466,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
60.5,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
60.533,7.9959,-11.522,0.7055,-79.589,60.002,0
60.566,7.9959,-11.522,0.7055,-79.589,60.002,0.0001
60.6,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
60.633,7.9959,-11.522,0.7055,-79.589,60.002,-0.0001
60.666,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
60.7,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
60.733,7.9959,-11.522,0.7055,-79.589,60.002,-0.0001
60.766,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
60.8,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
60.833,7.9959,-11.522,0.7055,-79.589,60.002,-0.0001
60.866,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
60.9,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
60.933,7.9959,-11.522,0.7055,-79.589,60.002,-0.0001
60.966,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
61,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
61.033,7.9959,-11.522,0.7055,-79.589,60.002,-0.0001
61.066,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
61.1,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
61.133,7.9959,-11.522,0.7055,-79.589,60.002,-0.0001
61.166,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
61.2,7.9959,-11.522,0.7055,-79.589,60.002,0.0002
61.233,7.9959,-11.522,0.7055,-79.589,60.002,-0.0001
61.266,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
61.3,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
61.333,7.9959,-11.522,0.7055,-79.589,60.003,0
61.366,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
61.4,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
61.433,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
61.466,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
61.5,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
61.533,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
61.566,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
61.6,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
61.633,7.9959,-11.522,0.7055,-79.589,60.003,0
61.666,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
61.7,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
61.733,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
61.766,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
61.8,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
61.833,7.9959,-11.522,0.7055,-79.589,60.003,0
61.866,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
61.9,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
61.933,7.9959,-11.522,0.7055,-79.589,60.003,0
61.966,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
62,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
62.033,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
62.066,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
62.1,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
62.133,7.9959,-11.522,0.7055,-79.589,60.003,0
62.166,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
62.2,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
62.233,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
62.266,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
62.3,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
62.333,7.9959,-11.522,0.7055,-79.589,60.003,0
62.366,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
62.4,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
62.433,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
62.466,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
62.5,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
62.533,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
62.566,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
62.6,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
62.633,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
62.666,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
62.7,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
62.733,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
62.766,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
62.8,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
62.833,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
62.866,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
62.9,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
62.933,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
62.966,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
63,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
63.033,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
63.066,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
63.1,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
63.133,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
63.166,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
63.2,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
63.233,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
63.266,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
63.3,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
63.333,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
63.366,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
63.4,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
63.433,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
63.466,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
63.5,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
63.533,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
63.566,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
63.6,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
63.633,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
63.666,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
63.7,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
63.733,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
63.766,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
63.8,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
63.833,7.9959,-11.522,0.7055,-79.589,60.003,0
63.866,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
63.9,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
63.933,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
63.966,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
64,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
64.033,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
64.066,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
64.1,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
64.133,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
64.166,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
64.2,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
64.233,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
64.266,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
64.3,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
64.333,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
64.366,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
64.4,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
64.433,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
64.466,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
64.5,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
64.533,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
64.566,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
64.6,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
64.633,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
64.666,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
64.7,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
64.733,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
64.766,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
64.8,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
64.833,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
64.866,7.9959,-11.522,0.7055,-79.589,60.003,0.0002
64.9,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
64.933,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
64.966,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
65,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
65.033,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
65.066,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
65.1,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
65.133,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
65.166,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
65.2,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
65.233,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
65.266,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
65.3,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
65.333,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
65.366,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
65.4,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
65.433,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
65.466,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
65.5,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
65.533,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
65.566,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
65.6,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
65.633,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
65.666,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
65.7,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
65.733,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
65.766,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
65.8,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
65.833,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
65.866,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
65.9,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
65.933,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
65.966,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
66,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
66.033,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
66.066,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
66.1,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
66.133,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
66.166,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
66.2,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
66.233,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
66.266,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
66.3,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
66.333,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
66.366,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
66.4,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
66.433,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
66.466,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
66.5,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
66.533,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
66.566,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
66.6,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
66.633,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
66.666,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
66.7,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
66.733,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
66.766,7.9959,-11.522,0.7055,-79.589,60.003,0
66.8,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
66.833,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
66.866,7.9959,-11.522,0.7055,-79.589,60.003,0
66.9,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
66.933,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
66.966,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
67,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
67.033,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
67.066,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
67.1,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
67.133,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
67.166,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
67.2,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
67.233,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
67.266,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
67.3,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
67.333,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
67.366,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
67.4,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
67.433,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
67.466,7.9959,-11.522,0.7055,-79.589,60.003,0
67.5,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
67.533,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
67.566,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
67.6,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
67.633,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
67.666,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
67.7,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
67.733,7.9959,-11.522,0.7055,-79.589,60.003,-0.0001
67.766,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
67.8,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
67.833,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
67.866,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
67.9,7.9959,-11.522,0.7055,-79.589,60.003,0
67.933,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
67.966,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
68,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
68.033,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
68.066,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
68.1,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
68.133,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
68.166,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
68.2,7.9959,-11.522,0.7055,-79.589,60.003,0
68.233,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
68.266,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
68.3,7.9959,-11.522,0.7055,-79.589,60.003,0
68.333,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
68.366,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
68.4,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
68.433,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
68.466,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
68.5,7.9959,-11.522,0.7055,-79.589,60.003,0
68.533,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
68.566,7.9959,-11.522,0.7055,-79.589,60.003,0
68.6,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
68.633,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
68.666,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
68.7,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
68.733,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
68.766,7.9959,-11.522,0.7055,-79.589,60.003,0
68.8,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
68.833,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
68.866,7.9959,-11.522,0.7055,-79.589,60.003,0
68.9,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
68.933,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
68.966,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
69,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
69.033,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
69.066,7.9959,-11.522,0.7055,-79.589,60.003,0
69.1,7.9959,-11.522,0.7055,-79.589,60.003,0
69.133,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
69.166,7.9959,-11.522,0.7055,-79.589,60.003,0
69.2,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
69.233,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
69.266,7.9959,-11.522,0.7055,-79.589,60.003,0
69.3,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
69.333,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
69.366,7.9959,-11.522,0.7055,-79.589,60.003,0
69.4,7.9959,-11.522,0.7055,-79.589,60.003,0
69.433,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
69.466,7.9959,-11.522,0.7055,-79.589,60.003,0
69.5,7.9959,-11.522,0.7055,-79.589,60.003,0
69.533,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
69.566,7.9959,-11.522,0.7055,-79.589,60.003,0
69.6,7.9959,-11.522,0.7055,-79.589,60.003,0
69.633,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
69.666,7.9959,-11.522,0.7055,-79.589,60.003,0
69.7,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
69.733,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
69.766,7.9959,-11.522,0.7055,-79.589,60.003,0
69.8,7.9959,-11.522,0.7055,-79.589,60.003,0
69.833,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
69.866,7.9959,-11.522,0.7055,-79.589,60.003,0
69.9,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
69.933,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
69.966,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
70,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
70.033,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
70.066,7.9959,-11.522,0.7055,-79.589,60.003,0
70.1,7.9959,-11.522,0.7055,-79.589,60.003,0
70.133,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
70.166,7.9959,-11.522,0.7055,-79.589,60.003,0
70.2,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
70.233,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
70.266,7.9959,-11.522,0.7055,-79.589,60.003,0
70.3,7.9959,-11.522,0.7055,-79.589,60.003,0
70.333,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
70.366,7.9959,-11.522,0.7055,-79.589,60.003,0
70.4,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
70.433,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
70.466,7.9959,-11.522,0.7055,-79.589,60.003,0
70.5,7.9959,-11.522,0.7055,-79.589,60.003,0
70.533,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
70.566,7.9959,-11.522,0.7055,-79.589,60.003,0
70.6,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
70.633,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
70.666,7.9959,-11.522,0.7055,-79.589,60.003,0
70.7,7.9959,-11.522,0.7055,-79.589,60.003,0
70.733,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
70.766,7.9959,-11.522,0.7055,-79.589,60.003,0
70.8,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
70.833,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
70.866,7.9959,-11.522,0.7055,-79.589,60.003,0
70.9,7.9959,-11.522,0.7055,-79.589,60.003,0
70.933,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
70.966,7.9959,-11.522,0.7055,-79.589,60.003,0
71,7.9959,-11.522,0.7055,-79.589,60.003,0
71.033,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
71.066,7.9959,-11.522,0.7055,-79.589,60.003,0
71.1,7.9959,-11.522,0.7055,-79.589,60.003,0
71.133,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
71.166,7.9959,-11.522,0.7055,-79.589,60.003,0
71.2,7.9959,-11.522,0.7055,-79.589,60.003,0
71.233,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
71.266,7.9959,-11.522,0.7055,-79.589,60.003,0
71.3,7.9959,-11.522,0.7055,-79.589,60.003,0
71.333,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
71.366,7.9959,-11.522,0.7055,-79.589,60.003,0
71.4,7.9959,-11.522,0.7055,-79.589,60.003,0
71.433,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
71.466,7.9959,-11.522,0.7055,-79.589,60.003,0
71.5,7.9959,-11.522,0.7055,-79.589,60.003,0
71.533,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
71.566,7.9959,-11.522,0.7055,-79.589,60.003,0
71.6,7.9959,-11.522,0.7055,-79.589,60.003,0
71.633,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
71.666,7.9959,-11.522,0.7055,-79.589,60.003,0
71.7,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
71.733,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
71.766,7.9959,-11.522,0.7055,-79.589,60.003,0
71.8,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
71.833,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
71.866,7.9959,-11.522,0.7055,-79.589,60.003,0
71.9,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
71.933,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
71.966,7.9959,-11.522,0.7055,-79.589,60.003,0
72,7.9959,-11.522,0.7055,-79.589,60.003,0
72.033,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
72.066,7.9959,-11.522,0.7055,-79.589,60.003,0
72.1,7.9959,-11.522,0.7055,-79.589,60.003,0
72.133,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
72.166,7.9959,-11.522,0.7055,-79.589,60.003,0
72.2,7.9959,-11.522,0.7055,-79.589,60.003,0
72.233,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
72.266,7.9959,-11.522,0.7055,-79.589,60.003,0
72.3,7.9959,-11.522,0.7055,-79.589,60.003,0
72.333,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
72.366,7.9959,-11.522,0.7055,-79.589,60.003,0
72.4,7.9959,-11.522,0.7055,-79.589,60.003,0
72.433,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
72.466,7.9959,-11.522,0.7055,-79.589,60.003,0
72.5,7.9959,-11.522,0.7055,-79.589,60.003,0
72.533,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
72.566,7.9959,-11.522,0.7055,-79.589,60.003,0
72.6,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
72.633,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
72.666,7.9959,-11.522,0.7055,-79.589,60.003,0
72.7,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
72.733,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
72.766,7.9959,-11.522,0.7055,-79.589,60.003,0
72.8,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
72.833,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
72.866,7.9959,-11.522,0.7055,-79.589,60.003,0
72.9,7.9959,-11.522,0.7055,-79.589,60.003,0
72.933,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
72.966,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
73,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
73.033,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
73.066,7.9959,-11.522,0.7055,-79.589,60.003,0
73.1,7.9959,-11.522,0.7055,-79.589,60.003,0
73.133,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
73.166,7.9959,-11.522,0.7055,-79.589,60.003,0
73.2,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
73.233,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
73.266,7.9959,-11.522,0.7055,-79.589,60.003,0
73.3,7.9959,-11.522,0.7055,-79.589,60.003,0
73.333,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
73.366,7.9959,-11.522,0.7055,-79.589,60.003,0
73.4,7.9959,-11.522,0.7055,-79.589,60.003,0
73.433,7.9959,-11.522,0.7055,-79.589,60.003,-0.0002
73.466,7.9959,-11.522,0.7055,-79.589,60.003,0.0001
