Time,Voltage Magnitude,Voltage Angle,Current Magnitude,Current Angle,Frequency,ROCOF
223.17,7.9509,-12.297,0.7286,-75.843,60.098,0.0111
223.2,7.9508,-12.297,0.7286,-75.843,60.098,0.0108
223.23,7.9507,-12.297,0.7286,-75.843,60.099,0.0105
223.27,7.9506,-12.297,0.7286,-75.843,60.099,0.01
223.3,7.9506,-12.297,0.7286,-75.843,60.099,0.0097
223.33,7.9507,-12.297,0.7286,-75.843,60.1,0.0093
223.37,7.9507,-12.297,0.7286,-75.843,60.1,0.0088
223.4,7.9508,-12.297,0.7286,-75.843,60.1,0.0084
223.43,7.9509,-12.297,0.7287,-75.844,60.1,0.008
223.47,7.9509,-12.297,0.7287,-75.844,60.101,0.0074
223.5,7.951,-12.297,0.7287,-75.844,60.101,0.007
223.53,7.951,-12.297,0.7287,-75.844,60.101,0.0066
223.57,7.951,-12.297,0.7287,-75.844,60.101,0.0061
223.6,7.951,-12.297,0.7287,-75.844,60.102,0.0057
223.63,7.9509,-12.297,0.7287,-75.844,60.102,0.0054
223.67,7.9508,-12.297,0.7287,-75.843,60.102,0.0049
223.7,7.9507,-12.297,0.7286,-75.843,60.102,0.0046
223.73,7.9506,-12.297,0.7286,-75.843,60.102,0.0043
223.77,7.9505,-12.297,0.7286,-75.843,60.102,0.0038
223.8,7.9504,-12.297,0.7286,-75.843,60.102,0.0035
223.83,7.9504,-12.297,0.7286,-75.843,60.103,0.0032
223.87,7.9503,-12.297,0.7286,-75.842,60.103,0.0027
223.9,7.9503,-12.297,0.7286,-75.842,60.103,0.0024
223.93,7.9503,-12.297,0.7286,-75.842,60.103,0.0021
223.97,7.9504,-12.296,0.7286,-75.843,60.103,0.0015
224,7.9504,-12.297,0.7286,-75.843,60.103,0.0012
224.03,7.9504,-12.296,0.7286,-75.843,60.103,0.0009
224.07,7.9505,-12.296,0.7286,-75.843,60.103,0.0003
224.1,7.9505,-12.296,0.7286,-75.843,60.103,0
224.13,7.9505,-12.296,0.7286,-75.843,60.103,-0.0004
224.17,7.9505,-12.296,0.7286,-75.843,60.103,-0.0009
224.2,7.9505,-12.296,0.7286,-75.843,60.103,-0.0011
224.23,7.9504,-12.296,0.7286,-75.842,60.103,-0.0015
224.27,7.9504,-12.296,0.7286,-75.842,60.103,-0.0019
224.3,7.9503,-12.296,0.7286,-75.842,60.103,-0.0022
224.33,7.9502,-12.296,0.7286,-75.842,60.103,-0.0026
224.37,7.9502,-12.296,0.7286,-75.841,60.103,-0.003
224.4,7.9501,-12.296,0.7286,-75.841,60.102,-0.0032
224.43,7.9501,-12.296,0.7286,-75.841,60.102,-0.0035
224.47,7.95,-12.295,0.7286,-75.841,60.102,-0.004
224.5,7.95,-12.295,0.7286,-75.841,60.102,-0.0043
224.53,7.95,-12.295,0.7286,-75.841,60.102,-0.0046
224.57,7.95,-12.295,0.7286,-75.841,60.102,-0.005
224.6,7.95,-12.295,0.7286,-75.841,60.102,-0.0054
224.63,7.9501,-12.295,0.7286,-75.841,60.101,-0.0057
224.67,7.9501,-12.295,0.7286,-75.841,60.101,-0.0061
224.7,7.9501,-12.295,0.7286,-75.84,60.101,-0.0064
224.73,7.9501,-12.295,0.7286,-75.84,60.101,-0.0067
224.77,7.95,-12.295,0.7286,-75.84,60.101,-0.0072
224.8,7.95,-12.294,0.7286,-75.84,60.1,-0.0074
224.83,7.95,-12.294,0.7286,-75.84,60.1,-0.0077
224.87,7.9499,-12.294,0.7286,-75.84,60.1,-0.0081
224.9,7.9499,-12.294,0.7286,-75.839,60.1,-0.0084
224.93,7.9499,-12.294,0.7286,-75.839,60.099,-0.0087
224.97,7.9498,-12.294,0.7286,-75.839,60.099,-0.0091
225,7.9498,-12.294,0.7286,-75.839,60.099,-0.0093
225.03,7.9498,-12.294,0.7286,-75.838,60.098,-0.0096
225.07,7.9497,-12.294,0.7286,-75.838,60.098,-0.01
225.1,7.9497,-12.294,0.7286,-75.838,60.098,-0.0102
225.13,7.9497,-12.294,0.7286,-75.838,60.097,-0.0105
225.17,7.9497,-12.293,0.7286,-75.838,60.097,-0.0109
225.2,7.9497,-12.293,0.7286,-75.838,60.097,-0.0112
225.23,7.9497,-12.293,0.7286,-75.838,60.096,-0.0114
225.27,7.9497,-12.293,0.7286,-75.837,60.096,-0.0118
225.3,7.9497,-12.293,0.7286,-75.837,60.096,-0.0121
225.33,7.9497,-12.293,0.7286,-75.837,60.095,-0.0123
225.37,7.9497,-12.293,0.7286,-75.837,60.095,-0.0127
225.4,7.9496,-12.292,0.7286,-75.837,60.094,-0.0129
225.43,7.9496,-12.292,0.7286,-75.836,60.094,-0.0132
225.47,7.9496,-12.292,0.7286,-75.836,60.093,-0.0136
225.5,7.9495,-12.292,0.7286,-75.836,60.093,-0.0138
225.53,7.9495,-12.292,0.7286,-75.836,60.092,-0.014
225.57,7.9495,-12.292,0.7286,-75.835,60.092,-0.0144
225.6,7.9494,-12.292,0.7286,-75.835,60.091,-0.0146
225.63,7.9494,-12.291,0.7286,-75.835,60.091,-0.0148
225.67,7.9494,-12.291,0.7286,-75.835,60.09,-0.0151
225.7,7.9494,-12.291,0.7286,-75.835,60.09,-0.0153
225.73,7.9494,-12.291,0.7286,-75.834,60.089,-0.0156
225.77,7.9494,-12.291,0.7286,-75.834,60.089,-0.0159
225.8,7.9493,-12.291,0.7286,-75.834,60.088,-0.0161
225.83,7.9493,-12.291,0.7286,-75.834,60.088,-0.0163
225.87,7.9493,-12.29,0.7286,-75.833,60.087,-0.0167
225.9,7.9493,-12.29,0.7286,-75.833,60.087,-0.0168
225.93,7.9493,-12.29,0.7286,-75.833,60.086,-0.0171
225.97,7.9493,-12.29,0.7286,-75.833,60.086,-0.0174
226,7.9493,-12.29,0.7286,-75.832,60.085,-0.0176
226.03,7.9492,-12.29,0.7286,-75.832,60.084,-0.0178
226.07,7.9492,-12.289,0.7286,-75.832,60.084,-0.018
226.1,7.9492,-12.289,0.7286,-75.831,60.083,-0.0182
226.13,7.9492,-12.289,0.7286,-75.831,60.083,-0.0184
226.17,7.9491,-12.289,0.7286,-75.831,60.082,-0.0187
226.2,7.9491,-12.289,0.7286,-75.831,60.081,-0.0188
226.23,7.9491,-12.288,0.7286,-75.83,60.081,-0.0191
226.27,7.9491,-12.288,0.7286,-75.83,60.08,-0.0193
226.3,7.949,-12.288,0.7286,-75.83,60.079,-0.0195
226.33,7.949,-12.288,0.7286,-75.83,60.079,-0.0197
226.37,7.949,-12.288,0.7286,-75.829,60.078,-0.0199
226.4,7.949,-12.288,0.7286,-75.829,60.078,-0.0201
226.43,7.949,-12.288,0.7286,-75.829,60.077,-0.0203
226.47,7.949,-12.287,0.7286,-75.828,60.076,-0.0205
226.5,7.9489,-12.287,0.7286,-75.828,60.075,-0.0206
226.53,7.9489,-12.287,0.7286,-75.828,60.075,-0.0208
226.57,7.9489,-12.287,0.7286,-75.828,60.074,-0.021
226.6,7.9489,-12.287,0.7286,-75.827,60.073,-0.0212
226.63,7.9489,-12.286,0.7286,-75.827,60.073,-0.0214
226.67,7.9488,-12.286,0.7286,-75.827,60.072,-0.0215
226.7,7.9488,-12.286,0.7286,-75.826,60.071,-0.0216
226.73,7.9488,-12.286,0.7286,-75.826,60.071,-0.0219
226.77,7.9488,-12.286,0.7286,-75.826,60.07,-0.022
226.8,7.9487,-12.285,0.7286,-75.825,60.069,-0.0221
226.83,7.9487,-12.285,0.7286,-75.825,60.068,-0.0223
226.87,7.9487,-12.285,0.7286,-75.825,60.068,-0.0225
226.9,7.9487,-12.285,0.7286,-75.824,60.067,-0.0226
226.93,7.9487,-12.285,0.7286,-75.824,60.066,-0.0228
226.97,7.9486,-12.285,0.7286,-75.824,60.065,-0.023
227,7.9486,-12.284,0.7286,-75.823,60.065,-0.023
227.03,7.9486,-12.284,0.7286,-75.823,60.064,-0.0232
227.07,7.9486,-12.284,0.7286,-75.823,60.063,-0.0233
227.1,7.9486,-12.284,0.7286,-75.823,60.062,-0.0234
227.13,7.9486,-12.284,0.7286,-75.822,60.061,-0.0236
227.17,7.9485,-12.283,0.7286,-75.822,60.061,-0.0237
227.2,7.9485,-12.283,0.7286,-75.822,60.06,-0.0238
227.23,7.9485,-12.283,0.7286,-75.821,60.059,-0.0239
227.27,7.9485,-12.283,0.7286,-75.821,60.058,-0.0241
227.3,7.9485,-12.282,0.7286,-75.821,60.057,-0.0241
227.33,7.9484,-12.282,0.7286,-75.82,60.057,-0.0243
227.37,7.9484,-12.282,0.7286,-75.82,60.056,-0.0244
227.4,7.9484,-12.282,0.7286,-75.82,60.055,-0.0244
227.43,7.9484,-12.282,0.7286,-75.819,60.054,-0.0246
227.47,7.9483,-12.282,0.7286,-75.819,60.053,-0.0246
227.5,7.9483,-12.281,0.7286,-75.819,60.053,-0.0247
227.53,7.9483,-12.281,0.7286,-75.818,60.052,-0.0249
227.57,7.9483,-12.281,0.7286,-75.818,60.051,-0.0249
227.6,7.9483,-12.281,0.7286,-75.818,60.05,-0.0249
227.63,7.9482,-12.281,0.7286,-75.817,60.049,-0.0251
227.67,7.9482,-12.28,0.7286,-75.817,60.048,-0.0251
227.7,7.9482,-12.28,0.7286,-75.817,60.047,-0.0251
227.73,7.9482,-12.28,0.7286,-75.816,60.047,-0.0254
227.77,7.9482,-12.28,0.7286,-75.816,60.046,-0.0253
227.8,7.9482,-12.279,0.7286,-75.816,60.045,-0.0254
227.83,7.9481,-12.279,0.7286,-75.815,60.044,-0.0256
227.87,7.9481,-12.279,0.7286,-75.815,60.043,-0.0255
227.9,7.9481,-12.279,0.7286,-75.815,60.042,-0.0256
227.93,7.9481,-12.279,0.7286,-75.814,60.042,-0.0257
227.97,7.948,-12.278,0.7286,-75.814,60.041,-0.0257
228,7.948,-12.278,0.7286,-75.814,60.04,-0.0257
228.03,7.948,-12.278,0.7286,-75.813,60.039,-0.0259
228.07,7.948,-12.278,0.7286,-75.813,60.038,-0.0259
228.1,7.948,-12.278,0.7286,-75.813,60.037,-0.0258
228.13,7.9479,-12.277,0.7286,-75.812,60.036,-0.026
228.17,7.9479,-12.277,0.7286,-75.812,60.035,-0.0259
228.2,7.9479,-12.277,0.7286,-75.811,60.035,-0.0259
228.23,7.9479,-12.277,0.7286,-75.811,60.034,-0.0261
228.27,7.9479,-12.276,0.7286,-75.811,60.033,-0.026
228.3,7.9479,-12.276,0.7286,-75.81,60.032,-0.026
228.33,7.9478,-12.276,0.7286,-75.81,60.031,-0.0261
228.37,7.9478,-12.276,0.7286,-75.81,60.03,-0.026
228.4,7.9478,-12.276,0.7286,-75.809,60.029,-0.026
228.43,7.9478,-12.275,0.7286,-75.809,60.029,-0.0262
228.47,7.9478,-12.275,0.7286,-75.809,60.028,-0.026
228.5,7.9477,-12.275,0.7286,-75.808,60.027,-0.026
228.53,7.9477,-12.275,0.7286,-75.808,60.026,-0.0262
228.57,7.9477,-12.275,0.7286,-75.808,60.025,-0.026
228.6,7.9477,-12.274,0.7286,-75.807,60.024,-0.026
228.63,7.9477,-12.274,0.7286,-75.807,60.023,-0.0262
228.67,7.9476,-12.274,0.7286,-75.807,60.023,-0.026
228.7,7.9476,-12.274,0.7286,-75.806,60.022,-0.026
228.73,7.9476,-12.274,0.7286,-75.806,60.021,-0.0261
228.77,7.9476,-12.274,0.7286,-75.806,60.02,-0.0259
228.8,7.9476,-12.273,0.7286,-75.805,60.019,-0.0259
228.83,7.9475,-12.273,0.7286,-75.805,60.018,-0.0261
228.87,7.7445,-12.761,0.7196,-75.574,59.766,14.582
228.9,7.7232,-12.982,0.7196,-75.628,59.981,0.3759
228.93,7.7362,-12.977,0.7204,-75.66,59.984,-0.0677
228.97,7.7585,-12.965,0.7218,-75.713,59.979,-0.241
229,7.7887,-12.947,0.7237,-75.785,59.969,-0.3175
229.03,7.8226,-12.926,0.7258,-75.866,59.958,-0.3591
229.07,7.8559,-12.905,0.7278,-75.944,59.946,-0.3855
229.1,7.8839,-12.886,0.7296,-76.01,59.932,-0.4037
229.13,7.9033,-12.871,0.7308,-76.054,59.919,-0.415
229.17,7.9119,-12.862,0.7313,-76.073,59.905,-0.4179
229.2,7.9091,-12.858,0.7312,-76.063,59.891,-0.4142
229.23,7.896,-12.86,0.7304,-76.028,59.877,-0.4045
229.27,7.8747,-12.866,0.729,-75.972,59.864,-0.3884
229.3,7.8485,-12.876,0.7274,-75.903,59.851,-0.3699
229.33,7.8213,-12.887,0.7258,-75.832,59.839,-0.351
229.37,7.7966,-12.898,0.7242,-75.765,59.828,-0.3321
229.4,7.7777,-12.906,0.7231,-75.712,59.817,-0.3176
229.43,7.7666,-12.911,0.7224,-75.679,59.807,-0.3089
229.47,7.7645,-12.91,0.7223,-75.669,59.797,-0.3044
229.5,7.7711,-12.906,0.7228,-75.681,59.786,-0.3068
229.53,7.785,-12.896,0.7236,-75.711,59.776,-0.3149
229.57,7.8039,-12.884,0.7248,-75.754,59.765,-0.3243
229.6,7.825,-12.87,0.7261,-75.803,59.754,-0.336
229.63,7.8452,-12.856,0.7274,-75.85,59.743,-0.3479
229.67,7.862,-12.844,0.7284,-75.888,59.731,-0.3554
229.7,7.8732,-12.834,0.7291,-75.913,59.719,-0.3605
229.73,7.8776,-12.828,0.7294,-75.921,59.707,-0.3623
229.77,7.875,-12.825,0.7293,-75.911,59.695,-0.3574
229.8,7.8661,-12.826,0.7287,-75.886,59.683,-0.3499
229.83,7.8524,-12.829,0.7279,-75.849,59.672,-0.3404
229.87,7.8359,-12.835,0.7269,-75.805,59.661,-0.3265
229.9,7.8191,-12.841,0.7258,-75.759,59.65,-0.3138
229.93,7.804,-12.846,0.7249,-75.717,59.64,-0.3032
229.97,7.7927,-12.85,0.7243,-75.684,59.63,-0.2923
230,7.7864,-12.852,0.7239,-75.664,59.62,-0.2862
230.03,7.7857,-12.851,0.7239,-75.658,59.611,-0.285
230.07,7.7902,-12.847,0.7242,-75.665,59.601,-0.2844
230.1,7.7992,-12.84,0.7247,-75.684,59.592,-0.2884
230.13,7.811,-12.832,0.7255,-75.71,59.582,-0.2955
230.17,7.824,-12.822,0.7263,-75.739,59.572,-0.3002
230.2,7.8363,-12.813,0.727,-75.766,59.562,-0.3063
230.23,7.8463,-12.805,0.7277,-75.788,59.552,-0.3122
230.27,7.8528,-12.798,0.7281,-75.801,59.541,-0.3126
230.3,7.8551,-12.793,0.7282,-75.804,59.531,-0.3122
230.33,7.853,-12.791,0.7281,-75.796,59.52,-0.3105
230.37,7.8472,-12.791,0.7278,-75.779,59.51,-0.3029
230.4,7.8384,-12.793,0.7272,-75.754,59.5,-0.2956
230.43,7.8282,-12.796,0.7266,-75.725,59.491,-0.2887
230.47,7.8177,-12.798,0.726,-75.696,59.481,-0.2779
230.5,7.8086,-12.801,0.7254,-75.669,59.472,-0.2702
230.53,7.8018,-12.803,0.725,-75.649,59.463,-0.2655
230.57,7.7982,-12.803,0.7248,-75.636,59.454,-0.259
230.6,7.7979,-12.801,0.7248,-75.632,59.446,-0.2571
230.63,7.8009,-12.798,0.725,-75.636,59.437,-0.2588
230.67,7.8066,-12.793,0.7254,-75.647,59.428,-0.2584
230.7,7.8139,-12.787,0.7258,-75.662,59.42,-0.2613
230.73,7.8219,-12.781,0.7263,-75.679,59.411,-0.2664
230.77,7.8293,-12.774,0.7268,-75.694,59.402,-0.2669
230.8,7.8353,-12.769,0.7272,-75.706,59.393,-0.269
230.83,7.8391,-12.764,0.7274,-75.713,59.384,-0.2714
230.87,7.8402,-12.761,0.7275,-75.713,59.375,-0.2678
230.9,7.8387,-12.759,0.7274,-75.707,59.366,-0.2652
230.93,7.8349,-12.758,0.7272,-75.695,59.358,-0.2628
230.97,7.8294,-12.759,0.7269,-75.679,59.349,-0.2549
231,7.823,-12.76,0.7265,-75.66,59.34,-0.2491
231.03,7.8166,-12.761,0.7261,-75.641,59.332,-0.245
231.07,7.811,-12.762,0.7258,-75.624,59.324,-0.2369
231.1,7.8069,-12.762,0.7255,-75.611,59.316,-0.2325
231.13,7.8048,-12.762,0.7254,-75.602,59.309,-0.2313
231.17,7.8047,-12.76,0.7254,-75.599,59.301,-0.2266
231.2,7.8066,-12.758,0.7255,-75.601,59.294,-0.2262
231.23,7.8101,-12.754,0.7258,-75.607,59.286,-0.2286
231.27,7.8146,-12.75,0.726,-75.615,59.278,-0.2269
231.3,7.8195,-12.745,0.7264,-75.625,59.271,-0.2284
231.33,7.824,-12.741,0.7266,-75.633,59.263,-0.2316
231.37,7.8276,-12.737,0.7269,-75.64,59.255,-0.2292
231.4,7.8298,-12.733,0.727,-75.643,59.248,-0.2289
231.43,7.8303,-12.731,0.7271,-75.642,59.24,-0.2296
231.47,7.8293,-12.729,0.727,-75.637,59.233,-0.2242
231.5,7.8269,-12.728,0.7269,-75.629,59.225,-0.221
231.53,7.8234,-12.728,0.7267,-75.618,59.218,-0.2192
231.57,7.8195,-12.728,0.7264,-75.606,59.211,-0.2118
231.6,7.8155,-12.728,0.7262,-75.593,59.204,-0.2076
231.63,7.8121,-12.729,0.726,-75.582,59.197,-0.2059
231.67,7.8096,-12.728,0.7258,-75.573,59.19,-0.1993
231.7,7.8083,-12.728,0.7258,-75.568,59.183,-0.1968
231.73,7.8083,-12.726,0.7258,-75.565,59.177,-0.1973
231.77,7.8095,-12.724,0.7259,-75.566,59.17,-0.193
231.8,7.8116,-12.721,0.726,-75.569,59.164,-0.1928
231.83,7.8144,-12.718,0.7262,-75.573,59.157,-0.1951
231.87,7.8173,-12.715,0.7264,-75.578,59.151,-0.192
231.9,7.82,-12.712,0.7265,-75.583,59.145,-0.1921
231.93,7.8222,-12.709,0.7267,-75.586,59.138,-0.1941
231.97,7.8234,-12.706,0.7268,-75.587,59.132,-0.1898
232,7.8237,-12.705,0.7268,-75.586,59.126,-0.1884
232.03,7.823,-12.703,0.7268,-75.582,59.119,-0.1886
232.07,7.8215,-12.702,0.7267,-75.577,59.113,-0.1824
232.1,7.8194,-12.702,0.7265,-75.569,59.107,-0.1795
232.13,7.8169,-12.701,0.7264,-75.561,59.101,-0.1787
232.17,7.8145,-12.701,0.7263,-75.553,59.095,-0.1718
232.2,7.8124,-12.701,0.7261,-75.546,59.09,-0.1689
232.23,7.8108,-12.7,0.7261,-75.54,59.084,-0.1687
232.27,7.81,-12.7,0.726,-75.536,59.078,-0.1628
232.3,7.81,-12.698,0.726,-75.534,59.073,-0.1612
232.33,7.8107,-12.697,0.7261,-75.534,59.068,-0.1625
232.37,7.812,-12.694,0.7262,-75.535,59.062,-0.158
232.4,7.8137,-12.692,0.7263,-75.537,59.057,-0.1575
232.43,7.8155,-12.69,0.7264,-75.54,59.052,-0.1595
232.47,7.8171,-12.688,0.7265,-75.542,59.047,-0.1552
232.5,7.8184,-12.686,0.7266,-75.543,59.041,-0.1544
232.53,7.8191,-12.684,0.7266,-75.544,59.036,-0.1558
232.57,7.8193,-12.682,0.7266,-75.542,59.031,-0.1505
232.6,7.8188,-12.681,0.7266,-75.54,59.026,-0.1486
232.63,7.8179,-12.68,0.7266,-75.536,59.021,-0.1489
232.67,7.8165,-12.68,0.7265,-75.531,59.016,-0.1426
232.7,7.815,-12.679,0.7264,-75.525,59.011,-0.1401
232.73,7.8135,-12.679,0.7263,-75.52,59.007,-0.1401
232.77,7.8122,-12.678,0.7262,-75.515,59.002,-0.1337
232.8,7.8113,-12.678,0.7262,-75.511,58.998,-0.1315
232.83,7.8108,-12.677,0.7262,-75.508,58.993,-0.1322
232.87,7.8108,-12.676,0.7262,-75.507,58.989,-0.1266
232.9,7.8112,-12.675,0.7262,-75.506,58.985,-0.1253
232.93,7.812,-12.673,0.7263,-75.507,58.981,-0.1269
232.97,7.813,-12.672,0.7263,-75.508,58.977,-0.1218
233,7.8141,-12.67,0.7264,-75.509,58.972,-0.1211
233.03,7.815,-12.669,0.7265,-75.51,58.968,-0.1228
233.07,7.8158,-12.667,0.7265,-75.511,58.965,-0.1176
233.1,7.8162,-12.666,0.7265,-75.511,58.961,-0.1164
233.13,7.8163,-12.665,0.7266,-75.509,58.957,-0.1175
233.17,7.816,-12.664,0.7265,-75.507,58.953,-0.1116
233.2,7.8154,-12.663,0.7265,-75.505,58.949,-0.1098
233.23,7.8146,-12.663,0.7265,-75.501,58.946,-0.1104
233.27,7.8137,-12.662,0.7264,-75.498,58.942,-0.104
233.3,7.8128,-12.662,0.7264,-75.495,58.938,-0.1019
233.33,7.812,-12.661,0.7263,-75.491,58.935,-0.1026
233.37,7.8114,-12.661,0.7263,-75.489,58.932,-0.0963
233.4,7.8111,-12.66,0.7263,-75.487,58.929,-0.0947
233.43,7.8111,-12.659,0.7263,-75.486,58.925,-0.0959
233.47,7.8113,-12.659,0.7263,-75.485,58.922,-0.0902
233.5,7.8118,-12.657,0.7263,-75.485,58.919,-0.0891
233.53,7.8124,-12.656,0.7264,-75.486,58.916,-0.0907
233.57,7.8131,-12.655,0.7264,-75.486,58.913,-0.0852
233.6,7.8137,-12.654,0.7265,-75.487,58.911,-0.0842
233.63,7.8141,-12.653,0.7265,-75.487,58.908,-0.0857
233.67,7.8144,-12.652,0.7265,-75.487,58.905,-0.0799
233.7,7.8144,-12.652,0.7265,-75.486,58.902,-0.0786
233.73,7.8143,-12.651,0.7265,-75.485,58.9,-0.0796
233.77,7.8139,-12.651,0.7265,-75.483,58.897,-0.0735
233.8,7.8134,-12.65,0.7265,-75.481,58.895,-0.0718
233.83,7.8128,-12.65,0.7264,-75.479,58.892,-0.0726
233.87,7.8123,-12.649,0.7264,-75.476,58.89,-0.0664
233.9,7.8118,-12.649,0.7264,-75.475,58.888,-0.0647
233.93,7.8114,-12.649,0.7263,-75.473,58.886,-0.0656
233.97,7.8112,-12.648,0.7263,-75.472,58.884,-0.0596
234,7.8112,-12.648,0.7263,-75.471,58.882,-0.0581
234.03,7.8114,-12.647,0.7264,-75.471,58.88,-0.0595
234.07,7.8117,-12.647,0.7264,-75.471,58.878,-0.0538
234.1,7.8121,-12.646,0.7264,-75.471,58.876,-0.0525
234.13,7.8125,-12.645,0.7264,-75.471,58.874,-0.0541
234.17,7.8128,-12.645,0.7265,-75.472,58.873,-0.0484
234.2,7.8131,-12.644,0.7265,-75.472,58.871,-0.0471
234.23,7.8133,-12.644,0.7265,-75.472,58.869,-0.0486
234.27,7.8133,-12.643,0.7265,-75.471,58.868,-0.0426
234.3,7.8132,-12.643,0.7265,-75.471,58.866,-0.0411
234.33,7.813,-12.643,0.7265,-75.47,58.865,-0.0424
234.37,7.8127,-12.643,0.7265,-75.469,58.864,-0.0361
234.4,7.8124,-12.642,0.7264,-75.467,58.862,-0.0345
234.43,7.8121,-12.642,0.7264,-75.466,58.861,-0.0357
234.47,7.8118,-12.642,0.7264,-75.465,58.86,-0.0294
234.5,7.8116,-12.642,0.7264,-75.464,58.859,-0.0279
234.53,7.8115,-12.642,0.7264,-75.464,58.858,-0.0292
234.57,7.8115,-12.642,0.7264,-75.463,58.858,-0.0231
234.6,7.8116,-12.641,0.7264,-75.463,58.857,-0.0218
234.63,7.8118,-12.641,0.7264,-75.464,58.856,-0.0232
234.67,7.812,-12.641,0.7264,-75.464,58.855,-0.0173
234.7,7.8123,-12.641,0.7264,-75.464,58.855,-0.0161
234.73,7.8125,-12.64,0.7265,-75.465,58.854,-0.0176
234.77,7.8127,-12.64,0.7265,-75.465,58.854,-0.0117
234.8,7.8128,-12.64,0.7265,-75.465,58.853,-0.0103
234.83,7.8128,-12.64,0.7265,-75.465,58.853,-0.0117
234.87,7.8128,-12.64,0.7265,-75.465,58.853,-0.0057
234.9,7.8127,-12.64,0.7265,-75.465,58.853,-0.0041
234.93,7.8125,-12.64,0.7265,-75.464,58.852,-0.0055
234.97,7.8123,-12.64,0.7264,-75.464,58.852,0.0007
235,7.8122,-12.64,0.7264,-75.463,58.852,0.0023
235.03,7.812,-12.64,0.7264,-75.463,58.852,0.0009
235.07,7.8119,-12.64,0.7264,-75.463,58.853,0.0071
235.1,7.8119,-12.64,0.7264,-75.463,58.853,0.0085
235.13,7.8119,-12.64,0.7264,-75.463,58.853,0.0071
235.17,7.812,-12.64,0.7264,-75.463,58.853,0.0131
235.2,7.8121,-12.64,0.7264,-75.464,58.854,0.0144
235.23,7.8123,-12.64,0.7264,-75.464,58.854,0.0129
235.27,7.8124,-12.64,0.7265,-75.465,58.855,0.0188
235.3,7.8126,-12.641,0.7265,-75.466,58.855,0.0201
235.33,7.8128,-12.64,0.7265,-75.466,58.856,0.0187
235.37,7.8128,-12.641,0.7265,-75.466,58.857,0.0246
235.4,7.8129,-12.641,0.7265,-75.467,58.858,0.0261
235.43,7.8129,-12.641,0.7265,-75.467,58.859,0.0247
235.47,7.8129,-12.641,0.7265,-75.468,58.859,0.0307
235.5,7.8128,-12.642,0.7265,-75.468,58.861,0.0322
235.53,7.8127,-12.642,0.7265,-75.468,58.862,0.0308
235.57,7.8126,-12.642,0.7265,-75.468,58.863,0.037
235.6,7.8125,-12.643,0.7264,-75.468,58.864,0.0384
235.63,7.8125,-12.643,0.7264,-75.469,58.865,0.0371
235.67,7.8125,-12.643,0.7264,-75.469,58.867,0.0431
235.7,7.8126,-12.644,0.7264,-75.47,58.868,0.0444
235.73,7.8126,-12.644,0.7264,-75.47,58.87,0.0431
235.77,7.8127,-12.644,0.7264,-75.471,58.871,0.0489
235.8,7.8129,-12.645,0.7265,-75.472,58.873,0.0503
235.83,7.813,-12.645,0.7265,-75.473,58.874,0.0489
235.87,7.8131,-12.646,0.7265,-75.474,58.876,0.0547
235.9,7.8133,-12.646,0.7265,-75.475,58.878,0.0562
235.93,7.8133,-12.646,0.7265,-75.476,58.88,0.0547
235.97,7.8134,-12.647,0.7265,-75.477,58.882,0.0606
236,7.8134,-12.647,0.7265,-75.477,58.884,0.062
236.03,7.8135,-12.648,0.7265,-75.478,58.886,0.0607
236.07,7.8134,-12.649,0.7265,-75.479,58.888,0.0666
236.1,7.8134,-12.649,0.7265,-75.479,58.89,0.068
236.13,7.8134,-12.65,0.7265,-75.48,58.892,0.0668
236.17,7.8134,-12.65,0.7265,-75.481,58.895,0.0726
236.2,7.8134,-12.651,0.7265,-75.482,58.897,0.0741
236.23,7.8135,-12.652,0.7265,-75.483,58.9,0.0728
236.27,7.8135,-12.652,0.7265,-75.484,58.902,0.0786
236.3,7.8136,-12.653,0.7265,-75.485,58.905,0.08
236.33,7.8137,-12.653,0.7265,-75.486,58.907,0.0786
236.37,7.8138,-12.654,0.7265,-75.487,58.91,0.0845
236.4,7.8139,-12.655,0.7265,-75.489,58.913,0.0858
236.43,7.8141,-12.655,0.7265,-75.49,58.916,0.0845
236.47,7.8142,-12.656,0.7265,-75.491,58.919,0.0902
236.5,7.8143,-12.657,0.7265,-75.493,58.922,0.0915
236.53,7.8143,-12.658,0.7265,-75.494,58.925,0.0904
236.57,7.8144,-12.658,0.7265,-75.495,58.928,0.096
236.6,7.8145,-12.659,0.7265,-75.496,58.931,0.0975
236.63,7.8145,-12.66,0.7265,-75.498,58.934,0.0963
236.67,7.8145,-12.661,0.7265,-75.499,58.938,0.1019
236.7,7.8146,-12.662,0.7265,-75.5,58.941,0.1034
236.73,7.8146,-12.663,0.7265,-75.501,58.944,0.1022
236.77,7.8146,-12.663,0.7265,-75.503,58.948,0.1079
236.8,7.8147,-12.664,0.7265,-75.504,58.952,0.1092
236.83,7.8148,-12.665,0.7265,-75.505,58.955,0.1081
236.87,7.8149,-12.666,0.7265,-75.507,58.959,0.1137
236.9,7.815,-12.667,0.7265,-75.509,58.963,0.115
236.93,7.8151,-12.668,0.7265,-75.51,58.967,0.1139
236.97,7.8152,-12.669,0.7265,-75.512,58.971,0.1194
237,7.8154,-12.67,0.7265,-75.514,58.974,0.1208
237.03,7.8155,-12.671,0.7265,-75.515,58.978,0.1196
